element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
187,6,13,1,False,2021-08-14T11:30:00Z,5,1,1,45,0,0,0,1,0,0,0,0,0,0,0,7,3.6,1.3,0.0,0.5,65,0,112933,0,0
187,14,8,0,True,2021-08-21T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-11603,118868,10517,22120
187,29,5,1,False,2021-08-29T13:00:00Z,1,1,3,72,0,0,0,1,0,0,0,1,0,0,0,12,9.4,26.0,2.0,3.7,64,-23171,100794,9357,32528
187,36,11,1,True,2021-09-12T15:30:00Z,0,3,4,45,0,0,0,1,0,0,0,0,0,0,0,5,7.6,14.8,17.0,3.9,63,-21083,84281,6416,27499
187,46,14,1,False,2021-09-17T19:00:00Z,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,7,12.2,39.0,22.0,7.3,63,-4296,83503,8980,13276
187,56,19,2,True,2021-09-25T14:00:00Z,1,2,6,90,0,0,0,2,0,0,0,0,0,0,0,4,15.0,11.8,52.0,7.9,63,-235,85601,12098,12333
187,65,18,2,True,2021-10-02T14:00:00Z,1,0,7,90,0,0,1,0,0,0,0,0,0,0,0,11,10.6,50.3,16.0,7.7,63,6120,93738,16358,10238
187,79,16,2,False,2021-10-16T14:00:00Z,1,0,8,63,0,0,0,1,0,0,0,0,0,0,0,5,1.4,0.5,0.0,0.2,63,-686,95047,10558,11244
187,87,20,8,True,2021-10-23T14:00:00Z,1,1,9,90,1,0,0,1,0,0,0,1,0,0,3,41,56.6,66.0,40.0,16.3,63,-1525,94193,6427,7952
187,97,15,6,False,2021-10-31T14:00:00Z,1,2,10,87,1,0,0,1,0,0,0,1,0,0,1,24,38.6,13.0,26.0,7.8,63,57193,162086,65378,8185
